Id,mean_exam_points
10000,52.76158656517082
10001,59.9714022653574
10002,57.2191293205387
10003,96.63696576203236
10004,92.79907912368171
10005,52.42486878167261
10006,55.2873294185273
10007,54.73930723291997
10008,55.68501843500787
10009,78.36637373408543
10010,52.70244484063033
10011,55.839990255076074
10012,56.26592331797891
10013,80.70495175329621
10014,60.40058163057252
10015,62.269553370920065
10016,91.87054083397712
10017,51.17872416160006
10018,51.848562973507406
10019,53.74774459781779
10020,71.90505872865258
10021,58.83938910988835
10022,68.00797363895923
10023,52.23625836758401
10024,50.23825633480251
10025,71.17552252772404
10026,61.826924568803484
10027,54.89433701271838
10028,57.79232112195338
10029,50.147170201315085
10030,65.55314266428442
10031,51.156844951899224
10032,62.88540076181566
10033,53.81357796810998
10034,58.745766744690414
10035,67.01411123137925
10036,50.07754941287272
10037,78.58288160271931
10038,59.63654869408383
10039,93.70326144136574
10040,95.33567981467324
10041,61.91744879096223
10042,55.90551466449316
10043,58.970050112759324
10044,57.69325726680505
10045,56.62268394264299
10046,57.97527861314394
10047,59.4234671134819
10048,64.36162309391852
10049,79.22417697110716
10050,59.43419889738714
10051,90.06151040044362
10052,51.972574457129994
10053,57.860227886401
10054,52.890520178339806
10055,75.72770219652035
10056,72.34093544910344
10057,50.73912326875941
10058,61.953835429474154
10059,79.67231471177179
10060,64.2962861114158
10061,52.66552852562734
10062,52.1257752463194
10063,52.57271038537047
10064,55.77870430965318
10065,52.79886874464955
10066,51.578839950504204
10067,81.50892443112542
10068,58.2319281685127
10069,67.30051315048485
10070,61.52883491930837
10071,56.577601062503575
10072,51.566480838838295
10073,59.06332235803219
10074,69.59608466915007
10075,58.29464322396333
10076,67.8645022448136
10077,57.399771416134016
10078,61.34792528981151
10079,70.48315068739339
10080,57.92109322329025
10081,62.608455722833995
10082,86.86753727097087
10083,70.44454349963438
10084,56.45200214740024
10085,57.96394418488721
10086,82.00417171202879
10087,75.1522220194958
10088,51.30964140157319
10089,90.90601623435272
10090,55.073480004233545
10091,53.297945560728145
10092,54.03517542037751
10093,65.80342150465476
10094,66.49925230716298
10095,55.38666094446652
10096,94.13298423569515
10097,67.5966450395654
10098,84.58110549833445
10099,49.681100811609234
10100,84.46818386848706
10101,50.06106204523906
10102,60.38696016060907
10103,65.81738494039011
10104,55.76050294209597
10105,56.78240771262045
10106,52.42157943201085
10107,51.85250320834119
10108,59.98136336039999
10109,52.463494216541456
10110,53.384579814922795
10111,53.32648032563987
10112,68.72926326964553
10113,59.62184521738337
10114,59.935872581549134
10115,69.87624902474711
10116,51.206485530183535
10117,77.53427162012923
10118,58.33782198233395
10119,59.55044475260477
10120,61.198402603394655
10121,57.8791413427905
10122,87.26870159722927
10123,49.81897948121213
10124,58.52220798833782
10125,77.56595210149703
10126,54.939695741892244
10127,56.24557487311467
10128,52.22214663150584
10129,50.07257235548585
10130,69.58640693765877
10131,58.670810968007885
10132,59.952608484080194
10133,73.85281387882935
10134,79.0929374641574
10135,85.88437244170018
10136,63.44445081264382
10137,54.35179639498272
10138,82.57911363167815
10139,60.9040757033858
10140,58.180724247563774
10141,59.436253516000896
10142,78.13855293067279
10143,70.44399363365608
10144,50.519996844075635
10145,54.41368299116702
10146,60.951160611861425
10147,51.02268312459549
10148,58.96788335772253
10149,58.28554886766741
10150,87.28132387533762
10151,67.88300613751404
10152,87.48163499691384
10153,56.99428001869779
10154,56.796522416660636
10155,68.37664457280684
10156,49.72357992525665
10157,58.4789877899265
10158,55.65580629641911
10159,57.86893567339995
